		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
08/21/23	9:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1010.0	0.00	0.0	---	---	29.2	78	25.0	34.9	15.16	1.1279	0	1	0.0	15
08/21/23	9:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.8	0.00	0.0	---	---	29.3	77	24.9	34.9	14.85	1.1274	0	1	0.0	15
08/21/23	10:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.8	0.00	0.0	---	---	29.3	78	25.1	35.2	15.15	1.1269	0	1	0.0	15
08/21/23	10:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.7	0.00	0.0	---	---	29.6	77	25.1	35.4	14.84	1.1260	0	1	0.0	15
08/21/23	10:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.6	0.00	0.0	---	---	29.2	79	25.2	35.2	15.46	1.1269	0	1	0.0	15
08/21/23	10:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	29.1	80	25.3	35.2	15.77	1.1270	0	1	0.0	15
08/21/23	11:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.4	0.00	0.0	---	---	29.1	79	25.1	34.9	15.46	1.1273	0	1	0.0	15
08/21/23	11:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.2	0.00	0.0	---	---	29.3	79	25.3	35.4	15.45	1.1258	0	1	0.0	15
08/21/23	11:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	29.3	78	25.1	35.2	15.15	1.1258	0	1	0.0	15
08/21/23	11:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.8	0.00	0.0	---	---	29.2	78	25.0	34.9	15.16	1.1265	0	1	0.0	15
08/22/23	12:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.5	0.00	0.0	---	---	29.1	78	24.9	34.7	15.16	1.1267	0	1	0.0	15
08/22/23	12:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.1	0.00	0.0	---	---	29.2	79	25.2	35.2	15.46	1.1251	0	1	0.0	15
08/22/23	12:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	29.2	80	25.4	35.3	15.77	1.1245	0	1	0.0	15
08/22/23	12:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	29.2	81	25.6	35.6	16.17	1.1240	0	1	0.0	15
08/22/23	1:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.8	0.00	0.0	---	---	29.2	81	25.6	35.6	16.17	1.1239	0	1	0.0	15
08/22/23	1:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.6	0.00	0.0	---	---	29.1	82	25.7	35.6	16.56	1.1239	0	1	0.0	15
08/22/23	1:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.6	0.00	0.0	---	---	29.1	82	25.7	35.6	16.56	1.1238	0	1	0.0	15
08/22/23	1:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.6	0.00	0.0	---	---	29.2	82	25.8	35.8	16.56	1.1232	0	1	0.0	15
08/22/23	2:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.6	0.00	0.0	---	---	29.2	82	25.8	35.8	16.56	1.1231	0	1	0.0	15
08/22/23	2:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.5	0.00	0.0	---	---	29.2	82	25.8	35.8	16.56	1.1231	0	1	0.0	15
08/22/23	2:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.4	0.00	0.0	---	---	29.2	83	26.0	35.9	16.87	1.1225	0	1	0.0	15
08/22/23	2:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.3	0.00	0.0	---	---	29.2	83	26.0	35.9	16.87	1.1224	0	1	0.0	15
08/22/23	3:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.4	0.00	0.0	---	---	29.2	83	26.0	35.9	16.87	1.1225	0	1	0.0	15
08/22/23	3:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.1	0.00	0.0	---	---	29.2	83	26.0	35.9	16.87	1.1221	0	1	0.0	15
08/22/23	3:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.9	0.00	0.0	---	---	29.3	83	26.1	36.2	16.86	1.1212	0	1	0.0	15
08/22/23	3:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.7	0.00	0.0	---	---	29.3	83	26.1	36.2	16.86	1.1210	0	1	0.0	15
08/22/23	4:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.9	0.00	0.0	---	---	29.1	82	25.7	35.6	16.56	1.1231	0	1	0.0	15
08/22/23	4:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.3	0.00	0.0	---	---	29.1	82	25.7	35.6	16.56	1.1235	0	1	0.0	15
08/22/23	4:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.0	0.00	0.0	---	---	29.1	83	25.9	35.7	16.87	1.1227	0	1	0.0	15
08/22/23	4:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.9	0.00	0.0	---	---	29.0	84	26.0	35.7	17.28	1.1228	0	1	0.0	15
08/22/23	5:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.8	0.00	0.0	---	---	29.0	84	26.0	35.7	17.28	1.1227	0	1	0.0	15
08/22/23	5:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.8	0.00	0.0	---	---	29.0	84	26.0	35.7	17.28	1.1226	0	1	0.0	15
08/22/23	5:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.7	0.00	0.0	---	---	29.0	84	26.0	35.7	17.28	1.1226	0	1	0.0	15
08/22/23	5:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.8	0.00	0.0	---	---	29.1	84	26.1	35.9	17.27	1.1220	0	1	0.0	15
08/22/23	6:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.7	0.00	0.0	---	---	29.1	84	26.1	35.9	17.27	1.1219	0	1	0.0	15
08/22/23	6:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.8	0.00	0.0	---	---	29.1	84	26.1	35.9	17.27	1.1220	0	1	0.0	15
08/22/23	6:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.8	0.00	0.0	---	---	29.0	82	25.6	35.3	16.57	1.1236	0	1	0.0	15
08/22/23	6:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.9	0.00	0.0	---	---	29.1	83	25.9	35.7	16.87	1.1226	0	1	0.0	15
08/22/23	7:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.4	0.00	0.0	---	---	29.0	84	26.0	35.7	17.28	1.1233	0	1	0.0	15
08/22/23	7:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.4	0.00	0.0	---	---	29.0	85	26.2	35.9	17.70	1.1228	0	1	0.0	15
08/22/23	7:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.3	0.00	0.0	---	---	28.9	84	25.9	35.4	17.29	1.1239	0	1	0.0	15
08/22/23	7:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.8	0.00	0.0	---	---	28.9	84	25.9	35.4	17.29	1.1244	0	1	0.0	15
08/22/23	8:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.1	0.00	0.0	---	---	28.9	84	25.9	35.4	17.29	1.1248	0	1	0.0	15
08/22/23	8:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.1	0.00	0.0	---	---	29.0	85	26.2	35.9	17.70	1.1237	0	1	0.0	15
08/22/23	8:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	29.4	83	26.3	36.4	16.85	1.1221	0	1	0.0	15
08/22/23	8:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.3	0.00	0.0	---	---	29.7	83	26.5	37.1	16.83	1.1208	0	1	0.0	15
08/22/23	9:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	29.8	82	26.4	37.1	16.53	1.1206	0	1	0.0	15
08/22/23	9:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	29.8	82	26.4	37.1	16.53	1.1206	0	1	0.0	15
08/22/23	9:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	29.9	82	26.5	37.3	16.52	1.1200	0	1	0.0	15
08/22/23	9:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.1	0.00	0.0	---	---	29.9	82	26.5	37.3	16.52	1.1198	0	1	0.0	15
08/22/23	10:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	30.1	81	26.5	37.8	16.10	1.1189	0	1	0.0	15
08/22/23	10:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	30.1	80	26.3	37.5	15.70	1.1192	0	1	0.0	15
08/22/23	10:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	30.4	80	26.6	38.6	15.68	1.1174	0	1	0.0	15
08/22/23	10:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	30.6	78	26.3	38.4	14.99	1.1177	0	1	0.0	15
08/22/23	11:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	30.6	78	26.3	38.4	14.99	1.1176	0	1	0.0	15
08/22/23	11:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	30.4	78	26.2	38.1	15.01	1.1182	0	1	0.0	15
08/22/23	11:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.2	0.00	0.0	---	---	30.8	78	26.5	38.8	14.96	1.1166	0	1	0.0	15
08/22/23	11:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.1	0.00	0.0	---	---	31.1	78	26.8	39.4	14.92	1.1148	0	1	0.0	15
08/22/23	12:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	31.1	77	26.5	39.1	14.68	1.1152	0	1	0.0	15
08/22/23	12:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1008.0	0.00	0.0	---	---	31.1	77	26.5	39.1	14.68	1.1152	0	1	0.0	15
08/22/23	12:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.9	0.00	0.0	---	---	31.1	77	26.5	39.1	14.68	1.1151	0	1	0.0	15
08/22/23	12:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.7	0.00	0.0	---	---	31.3	76	26.5	39.6	14.35	1.1141	0	1	0.0	15
08/22/23	1:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.6	0.00	0.0	---	---	31.4	76	26.6	40.1	14.34	1.1133	0	1	0.0	15
08/22/23	1:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.3	0.00	0.0	---	---	31.5	76	26.8	40.6	14.33	1.1124	0	1	0.0	15
08/22/23	1:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.3	0.00	0.0	---	---	31.5	75	26.5	40.2	14.10	1.1128	0	1	0.0	15
08/22/23	1:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.3	0.00	0.0	---	---	31.8	75	26.8	41.5	14.08	1.1108	0	1	0.0	15
08/22/23	2:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.0	0.00	0.0	---	---	31.9	74	26.7	41.6	13.76	1.1104	0	1	0.0	15
08/22/23	2:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.7	0.00	0.0	---	---	32.1	74	26.8	41.9	13.76	1.1094	0	1	0.0	15
08/22/23	2:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.4	0.00	0.0	---	---	32.2	73	26.8	42.2	13.45	1.1086	0	1	0.0	15
08/22/23	2:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.2	0.00	0.0	---	---	32.1	74	26.8	41.9	13.76	1.1088	0	1	0.0	15
08/22/23	3:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.0	0.00	0.0	---	---	31.9	74	26.7	41.6	13.76	1.1092	0	1	0.0	15
08/22/23	3:15 p	---	---	---	---	---	1.8	SW	1.61	3.1	W	---	---	---	1005.7	0.00	0.0	---	---	31.7	76	27.0	41.4	14.30	1.1092	47	1	13.7	15
08/22/23	3:30 p	---	---	---	---	---	1.3	WSW	1.21	3.1	NE	---	---	---	1005.6	0.00	0.0	---	---	31.7	76	27.0	41.4	14.30	1.1090	249	1	72.8	15
08/22/23	3:45 p	---	---	---	---	---	1.3	WSW	1.21	3.1	WSW	---	---	---	1005.4	0.00	0.0	---	---	31.7	74	26.5	40.7	13.77	1.1099	241	1	70.5	15
08/22/23	4:00 p	---	---	---	---	---	1.3	SW	1.21	3.6	WSW	---	---	---	1005.2	0.00	0.0	---	---	31.8	74	26.6	41.1	13.76	1.1090	246	1	71.9	15
08/22/23	4:15 p	---	---	---	---	---	1.3	SW	1.21	4.5	WNW	---	---	---	1004.9	0.25	0.0	---	---	31.8	75	26.8	41.5	14.08	1.1082	292	1	85.4	15
08/22/23	4:30 p	---	---	---	---	---	1.3	W	1.21	4.5	NW	---	---	---	1004.8	0.00	0.0	---	---	31.4	76	26.6	40.1	14.34	1.1101	326	1	95.3	15
08/22/23	4:45 p	---	---	---	---	---	1.3	SW	1.21	4.0	NW	---	---	---	1004.7	0.00	0.0	---	---	30.7	78	26.4	38.6	14.97	1.1133	331	1	96.8	15
08/22/23	5:00 p	---	---	---	---	---	1.3	WSW	1.21	4.0	NW	---	---	---	1004.9	0.00	0.0	---	---	30.4	80	26.6	38.6	15.68	1.1138	328	1	95.9	15
08/22/23	5:15 p	---	---	---	---	---	0.9	W	0.80	2.7	SW	---	---	---	1005.0	0.00	0.0	---	---	30.2	81	26.6	38.2	16.09	1.1148	326	1	95.3	15
08/22/23	5:30 p	---	---	---	---	---	3.1	ENE	2.82	8.0	ENE	---	---	---	1005.1	0.00	0.0	---	---	30.1	80	26.3	37.5	15.70	1.1160	320	1	93.6	15
08/22/23	5:45 p	---	---	---	---	---	5.8	ENE	5.23	9.4	ENE	---	---	---	1005.3	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1173	323	1	94.4	15
08/22/23	6:00 p	---	---	---	---	---	4.5	ENE	4.02	8.0	E	---	---	---	1005.4	0.00	0.0	---	---	29.9	79	25.8	36.7	15.40	1.1182	316	1	92.4	15
08/22/23	6:15 p	---	---	---	---	---	5.4	E	4.83	8.0	ENE	---	---	---	1005.5	0.00	0.0	---	---	29.7	78	25.4	35.9	15.12	1.1200	330	1	96.5	15
08/22/23	6:30 p	---	---	---	---	---	6.3	E	5.63	8.9	E	---	---	---	1005.7	0.00	0.0	---	---	29.2	81	25.6	35.6	16.17	1.1214	331	1	96.8	15
08/22/23	6:45 p	---	---	---	---	---	7.2	E	6.44	8.9	E	---	---	---	1005.9	0.00	0.0	---	---	28.7	82	25.3	34.4	16.58	1.1245	322	1	94.2	15
08/22/23	7:00 p	---	---	---	---	---	6.7	E	6.04	8.9	E	---	---	---	1006.0	0.00	0.0	---	---	28.4	83	25.3	33.9	16.92	1.1254	319	1	93.3	15
08/22/23	7:15 p	---	---	---	---	---	6.3	E	5.63	7.6	E	---	---	---	1006.1	0.00	0.0	---	---	28.4	82	25.1	33.8	16.59	1.1261	335	1	98.0	15
08/22/23	7:30 p	---	---	---	---	---	6.3	E	5.63	7.6	E	---	---	---	1006.2	0.00	0.0	---	---	28.3	82	25.0	33.5	16.59	1.1269	319	1	93.3	15
08/22/23	7:45 p	---	---	---	---	---	6.3	E	5.63	7.2	E	---	---	---	1006.5	0.00	0.0	---	---	28.1	83	24.9	33.0	16.95	1.1280	323	1	94.4	15
08/22/23	8:00 p	---	---	---	---	---	6.7	E	6.04	7.6	E	---	---	---	1006.7	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1280	326	1	95.3	15
08/22/23	8:15 p	---	---	---	---	---	6.3	E	5.63	8.0	E	---	---	---	1007.0	0.00	0.0	---	---	28.0	84	25.0	32.9	17.35	1.1288	326	1	95.3	15
08/22/23	8:30 p	---	---	---	---	---	4.9	E	4.43	6.7	E	---	---	---	1007.3	0.00	0.0	---	---	28.0	84	25.0	32.9	17.35	1.1291	323	1	94.4	15
08/22/23	8:45 p	---	---	---	---	---	4.9	E	4.43	6.3	E	---	---	---	1007.3	0.00	0.0	---	---	28.1	83	24.9	33.0	16.95	1.1289	325	1	95.0	15
08/22/23	9:00 p	---	---	---	---	---	4.9	E	4.43	5.8	E	---	---	---	1007.3	0.00	0.0	---	---	28.1	83	24.9	33.0	16.95	1.1289	321	1	93.9	15
08/22/23	9:15 p	---	---	---	---	---	4.9	E	4.43	6.3	E	---	---	---	1007.6	0.00	0.0	---	---	28.1	84	25.2	33.2	17.35	1.1288	327	1	95.6	15
08/22/23	9:30 p	---	---	---	---	---	5.4	E	4.83	7.6	ENE	---	---	---	1007.8	0.00	0.0	---	---	28.2	85	25.5	33.7	17.78	1.1280	326	1	95.3	15
08/22/23	9:45 p	---	---	---	---	---	6.7	E	6.04	7.6	E	---	---	---	1007.9	0.00	0.0	---	---	28.0	81	24.4	32.4	16.25	1.1311	325	1	95.0	15
08/22/23	10:00 p	---	---	---	---	---	6.3	E	5.63	7.6	E	---	---	---	1007.8	0.00	0.0	---	---	28.0	83	24.8	32.7	16.95	1.1302	324	1	94.7	15
08/22/23	10:15 p	---	---	---	---	---	6.3	E	5.63	7.2	E	---	---	---	1008.0	0.00	0.0	---	---	28.0	81	24.4	32.4	16.25	1.1313	325	1	95.0	15
08/22/23	10:30 p	---	---	---	---	---	4.9	E	4.43	6.7	E	---	---	---	1008.3	0.00	0.0	---	---	28.1	81	24.5	32.7	16.25	1.1310	320	1	93.6	15
08/22/23	10:45 p	---	---	---	---	---	4.5	E	4.02	5.8	E	---	---	---	1008.1	0.00	0.0	---	---	28.1	83	24.9	33.0	16.95	1.1299	327	1	95.6	15
08/22/23	11:00 p	---	---	---	---	---	4.5	E	4.02	5.8	E	---	---	---	1008.0	0.00	0.0	---	---	28.0	83	24.8	32.7	16.95	1.1304	325	1	95.0	15
08/22/23	11:15 p	---	---	---	---	---	4.0	E	3.62	5.8	E	---	---	---	1008.0	0.00	0.0	---	---	28.0	83	24.8	32.7	16.95	1.1304	324	1	94.7	15
08/22/23	11:30 p	---	---	---	---	---	2.2	E	2.01	4.9	E	---	---	---	1008.1	0.00	0.0	---	---	28.0	84	25.0	32.9	17.35	1.1301	326	1	95.3	15
08/22/23	11:45 p	---	---	---	---	---	2.2	E	2.01	4.0	E	---	---	---	1008.2	0.00	0.0	---	---	28.0	84	25.0	32.9	17.35	1.1302	324	1	94.7	15
08/23/23	12:00 a	---	---	---	---	---	3.1	E	2.82	4.0	E	---	---	---	1008.1	0.00	0.0	---	---	28.0	84	25.0	32.9	17.35	1.1301	328	1	95.9	15
08/23/23	12:15 a	---	---	---	---	---	2.2	E	2.01	3.6	E	---	---	---	1008.2	0.00	0.0	---	---	28.1	85	25.3	33.3	17.79	1.1291	326	1	95.3	15
08/23/23	12:30 a	---	---	---	---	---	1.8	E	1.61	3.6	E	---	---	---	1008.0	0.00	0.0	---	---	28.1	83	24.9	33.0	16.95	1.1298	323	1	94.4	15
08/23/23	12:45 a	---	---	---	---	---	1.8	E	1.61	3.1	E	---	---	---	1007.9	0.00	0.0	---	---	28.0	84	25.0	32.9	17.35	1.1299	321	1	93.9	15
08/23/23	1:00 a	---	---	---	---	---	1.8	E	1.61	3.6	E	---	---	---	1007.8	0.00	0.0	---	---	28.0	83	24.8	32.7	16.95	1.1301	319	1	93.3	15
08/23/23	1:15 a	---	---	---	---	---	0.9	ESE	0.80	2.2	E	---	---	---	1007.5	0.00	0.0	---	---	28.1	84	25.2	33.2	17.35	1.1287	325	1	95.0	15
08/23/23	1:30 a	---	---	---	---	---	0.4	ESE	0.40	1.8	ESE	---	---	---	1007.3	0.00	0.0	---	---	28.2	84	25.3	33.5	17.34	1.1279	335	1	98.0	15
08/23/23	1:45 a	---	---	---	---	---	1.3	ESE	1.21	3.1	ESE	---	---	---	1007.1	0.00	0.0	---	---	28.1	84	25.2	33.2	17.35	1.1283	333	1	97.4	15
08/23/23	2:00 a	---	---	---	---	---	0.9	E	0.80	2.2	E	---	---	---	1006.8	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1282	332	1	97.1	15
08/23/23	2:15 a	---	---	---	---	---	1.3	E	1.21	3.1	E	---	---	---	1006.7	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1280	335	1	98.0	15
08/23/23	2:30 a	---	---	---	---	---	1.3	SSE	1.21	2.7	ESE	---	---	---	1006.4	0.00	0.0	---	---	27.9	85	25.1	32.7	17.82	1.1283	331	1	96.8	15
08/23/23	2:45 a	---	---	---	---	---	2.7	SSW	2.41	4.9	SW	---	---	---	1006.5	0.00	0.0	---	---	28.1	85	25.3	33.3	17.79	1.1272	325	1	95.0	15
08/23/23	3:00 a	---	---	---	---	---	0.4	SSW	0.40	2.7	SSW	---	---	---	1006.6	0.00	0.0	---	---	28.0	85	25.2	33.1	17.81	1.1279	332	1	97.1	15
08/23/23	3:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.5	0.00	0.0	---	---	28.0	86	25.4	33.2	18.21	1.1273	330	1	96.5	15
08/23/23	3:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.5	0.00	0.0	---	---	28.0	86	25.4	33.2	18.21	1.1273	331	1	96.8	15
08/23/23	3:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.5	0.00	0.0	---	---	28.0	86	25.4	33.2	18.21	1.1274	328	1	95.9	15
08/23/23	4:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.6	0.00	0.0	---	---	28.0	86	25.4	33.2	18.21	1.1275	323	1	94.4	15
08/23/23	4:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.6	0.00	0.0	---	---	28.0	86	25.4	33.2	18.21	1.1275	329	1	96.2	15
08/23/23	4:30 a	---	---	---	---	---	0.0	S	0.00	0.9	S	---	---	---	1006.7	0.00	0.0	---	---	28.1	86	25.5	33.6	18.19	1.1269	326	1	95.3	15
08/23/23	4:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.7	0.00	0.0	---	---	28.1	86	25.5	33.6	18.19	1.1269	324	1	94.7	15
08/23/23	5:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1006.8	0.00	0.0	---	---	28.2	85	25.5	33.7	17.78	1.1268	330	1	96.5	15
08/23/23	5:15 a	---	---	---	---	---	0.4	SSW	0.40	1.8	SSW	---	---	---	1006.8	0.00	0.0	---	---	28.3	85	25.6	33.9	17.77	1.1262	320	1	93.6	15
08/23/23	5:30 a	---	---	---	---	---	1.3	WSW	1.21	2.2	SW	---	---	---	1006.8	0.00	0.0	---	---	28.3	85	25.6	33.9	17.77	1.1262	329	1	96.2	15
08/23/23	5:45 a	---	---	---	---	---	0.9	WSW	0.80	2.2	WSW	---	---	---	1006.8	0.00	0.0	---	---	28.3	84	25.4	33.8	17.33	1.1266	335	1	98.0	15
08/23/23	6:00 a	---	---	---	---	---	0.4	W	0.40	1.8	W	---	---	---	1006.9	0.00	0.0	---	---	28.3	84	25.4	33.8	17.33	1.1267	330	1	96.5	15
08/23/23	6:15 a	---	---	---	---	---	0.0	W	0.00	1.3	W	---	---	---	1007.0	0.00	0.0	---	---	28.3	84	25.4	33.8	17.33	1.1269	341	1	99.7	15
08/23/23	6:30 a	---	---	---	---	---	0.4	W	0.40	1.3	W	---	---	---	1007.0	0.00	0.0	---	---	28.3	84	25.4	33.8	17.33	1.1269	329	1	96.2	15
08/23/23	6:45 a	---	---	---	---	---	0.4	W	0.40	1.8	NW	---	---	---	1007.1	0.00	0.0	---	---	28.3	85	25.6	33.9	17.77	1.1265	336	1	98.2	15
08/23/23	7:00 a	---	---	---	---	---	0.4	NW	0.40	1.8	NW	---	---	---	1007.1	0.00	0.0	---	---	28.3	85	25.6	33.9	17.77	1.1266	335	1	98.0	15
08/23/23	7:15 a	---	---	---	---	---	0.0	NW	0.00	2.2	NW	---	---	---	1007.1	0.00	0.0	---	---	28.4	85	25.7	34.3	17.76	1.1259	324	1	94.7	15
08/23/23	7:30 a	---	---	---	---	---	0.0	NW	0.00	1.8	NW	---	---	---	1007.2	0.00	0.0	---	---	28.4	85	25.7	34.3	17.76	1.1260	326	1	95.3	15
08/23/23	7:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1007.4	0.00	0.0	---	---	28.6	84	25.6	34.4	17.31	1.1259	336	1	98.2	15
08/23/23	8:00 a	---	---	---	---	---	0.0	NW	0.00	1.3	NW	---	---	---	1007.6	0.00	0.0	---	---	28.6	84	25.6	34.4	17.31	1.1262	337	1	98.5	15
08/23/23	8:15 a	---	---	---	---	---	0.4	NNW	0.40	1.3	NNW	---	---	---	1007.7	0.00	0.0	---	---	28.7	84	25.7	34.8	17.31	1.1257	334	1	97.7	15
08/23/23	8:30 a	---	---	---	---	---	0.4	NNE	0.40	1.8	NNE	---	---	---	1007.8	0.00	0.0	---	---	28.7	83	25.5	34.6	16.91	1.1262	332	1	97.1	15
08/23/23	8:45 a	---	---	---	---	---	0.9	NE	0.80	2.2	ENE	---	---	---	1008.0	0.00	0.0	---	---	28.9	84	25.9	35.4	17.29	1.1247	329	1	96.2	15
08/23/23	9:00 a	---	---	---	---	---	0.9	ENE	0.80	2.7	ENE	---	---	---	1008.0	0.00	0.0	---	---	29.1	83	25.9	35.7	16.87	1.1239	333	1	97.4	15
08/23/23	9:15 a	---	---	---	---	---	1.3	ENE	1.21	3.1	ENE	---	---	---	1008.3	0.00	0.0	---	---	29.3	83	26.1	36.2	16.86	1.1229	334	1	97.7	15
08/23/23	9:30 a	---	---	---	---	---	0.4	ENE	0.40	1.3	ENE	---	---	---	1008.4	0.00	0.0	---	---	29.6	82	26.2	36.5	16.54	1.1222	333	1	97.4	15
